STATE,PLACE,POPESTIMATE2023
17,80281,522
17,80333,7145
17,80645,23933
17,80736,4152
17,80762,138
17,80853,740
17,80931,3054
17,81048,52938
17,81074,97
17,81087,37725
17,81191,217
17,81256,2201
17,81802,552
17,81815,177
17,81854,1430
17,81867,568
17,81919,9038
17,82010,168
17,82049,5688
17,82075,27026
17,82088,88
17,82101,5568
17,82218,527
17,82270,1494
17,82309,660
17,82322,1044
17,82400,10054
17,82491,2875
17,82530,12292
17,82543,273
17,82686,6594
17,82725,764
17,82855,4889
17,82985,13774
17,83063,738
17,83102,239
17,83206,603
17,83245,33566
17,83271,10270
17,83336,487
17,83349,25699
17,83505,1070
17,83518,10494
17,83622,869
17,83687,1258
17,83739,372
17,83765,66
17,83817,623
17,84038,24693
17,84155,1468
17,84220,24206
18,00640,505
18,00748,1113
18,00784,66
18,00802,2282
18,00820,2222
18,00910,5163
18,00964,64
18,01270,28
18,01288,218
18,01342,229
18,01360,308
18,01450,416
18,01468,55199
18,01612,1051
18,01666,9456
18,01954,1474
18,02044,1744
18,02458,1043
18,02602,746
18,02620,3230
18,02674,13888
18,02782,3508
18,02800,4160
18,02872,2475
18,02908,24231
18,03142,706
18,03394,11075
18,03664,7354
18,03718,1879
18,04114,13855
18,04204,14422
18,04888,4227
18,04978,95
18,05158,603
18,05176,3016
18,05374,410
18,05716,2302
18,05788,269
18,05860,78840
18,05896,97
18,06220,10467
18,06616,6682
18,06634,805
18,06652,148
18,06706,801
18,06760,1673
18,07174,8214
18,07318,4604
18,07750,1785
18,07966,934
18,08038,2580
18,08092,71
18,08146,1648
18,08182,2643
18,08416,32250
18,08470,3013
18,08578,449
18,08704,234
18,09136,800
18,09226,122
18,09244,524
18,09316,394
18,09370,2142
18,09532,2679
18,09712,162
18,09874,1729
18,09910,600
18,10000,536
18,10090,175
18,10108,1494
18,10198,262
18,10270,616
18,10342,102296
18,10612,925
18,10954,944
18,11044,147
18,11062,16068
18,11746,212
18,11836,2749
18,11944,527
18,12034,3883
18,12124,8460
18,12376,2501
18,12412,14657
18,12574,468
18,12610,1866
18,12628,5630
18,12898,613
18,12934,22208
18,13276,886
18,13312,397
18,13366,927
18,13438,357
18,13492,1367
18,13582,212
18,13780,4790
18,13852,2152
18,14050,568
18,14284,698
18,14716,10126
18,14734,51522
18,14932,13298
18,14986,1117
18,15220,240
18,15256,3168
18,15364,97
18,15490,2733
18,15634,138
18,15652,165
18,15742,16577
18,15994,481
18,16084,1493
18,16138,34884
18,16156,65
18,16300,1196
18,16336,6419
18,16534,549
18,16624,1522
18,16642,1702
18,16732,549
18,16804,11525
18,16840,718
18,16858,1407
18,17002,1358
18,17074,10020
18,17110,201
18,17614,2997
18,17704,4274
18,17776,463
18,18190,1383
18,18766,677
18,18892,796
18,18982,234
18,19054,2098
18,19162,170
18,19180,339
18,19270,16333
18,19450,363
18,19486,25830
18,19756,262
18,20080,1590
18,20152,145
18,20332,2058
18,20404,4429
18,20458,282
18,20638,662
18,20674,202
18,20692,414
18,20728,53484
18,20800,6694
18,20998,627
18,21070,8423
18,21214,678
18,21502,569
18,22000,115332
18,22396,535
18,22432,2659
18,22576,1410
18,22738,1065
18,22792,1250
18,22990,2189
18,23188,549
18,23278,104094
18,23692,2101
18,24250,2931
18,24286,4814
18,25000,269994
18,25090,707
18,25180,2349
18,25198,272
18,25288,826
18,25306,534
18,25324,16409
18,25450,25908
18,25702,1792
18,25882,2063
18,25972,1731
18,26152,299
18,26242,1276
18,26386,6661
18,27000,67652
18,27054,6091
18,27072,800
18,27216,1275
18,27270,254
18,27324,3781
18,28062,240
18,28332,965
18,28386,34355
18,28440,847
18,28494,1144
18,28692,694
18,29358,9882
18,29448,4564
18,29520,25920
18,29682,125
18,29718,12363
18,29754,328
18,29772,2405
18,29844,1441
18,29898,66296
18,30024,142
18,30042,16222
18,30402,1669
18,30594,1554
18,30708,772
18,31000,76193
18,31216,3814
18,31486,673
18,32242,5974
18,32332,320
18,32512,1622
18,32728,186
18,32818,3735
18,33466,23525
18,33862,506
18,34114,29408
18,34294,610
18,34366,427
18,34420,741
18,34744,2144
18,35086,591
18,35266,11316
18,35284,6495
18,35302,16992
18,35500,659
18,36003,879293
18,36306,117
18,36342,2602
18,37692,951
18,37764,2008
18,37782,16781
18,38358,51235
18,38862,1502
18,38916,179
18,39366,279
18,39402,10239
18,39438,450
18,39546,1613
18,39618,571
18,39798,566
18,39816,188
18,39852,1325
18,39942,705
18,40266,2150
18,40302,700
18,40374,3599
18,40392,59890
18,40518,2054
18,40644,71
18,40662,563
18,40698,1092
18,40788,71216
18,40842,795
18,40860,2735
18,40896,346
18,41535,13047
18,41670,876
18,42048,941
18,42192,463
18,42228,2390
18,42246,22486
18,42282,272
18,42372,412
18,42426,49235
18,42462,5194
18,42606,288
18,42624,17252
18,42678,548
18,42861,3720
18,43074,340
18,43434,2010
18,43686,4608
18,44082,725
18,44190,5194
18,44370,188
18,44424,98
18,44442,513
18,44658,18233
18,44784,1174
18,44910,2616
18,45000,217
18,45144,11239
18,45468,943
18,45486,866
18,45504,633
18,45648,11273
18,45774,127
18,45864,196
18,45990,12208
18,46746,815
18,46908,28105
18,47160,1079
18,47178,486
18,47322,275
18,47448,11946
18,47592,495
18,47628,46
18,48132,274
18,48186,556
18,48240,631
18,48294,171
18,48402,922
18,48456,1754
18,48474,208
18,48528,36347
18,48744,301
18,48798,31659
18,48816,424
18,48924,3676
18,49014,2264
18,49266,1832
18,49320,1606
18,49536,948
18,49662,148
18,49716,797
18,49860,456
18,49932,50842
18,49950,3942
18,50058,160
18,50148,1938
18,50202,894
18,50526,496
18,50562,1330
18,50580,2208
18,50616,187
18,50652,927
18,50688,782
18,50760,5543
18,50796,1514
18,50940,338
18,50958,687
18,50976,9859
18,51102,1003
18,51138,1071
18,51192,1189
18,51318,125
18,51336,115
18,51354,79
18,51408,112
18,51714,350
18,51732,6355
18,51840,1217
18,51876,65081
18,51912,23614
18,52002,236
18,52020,6872
18,52038,1265
18,52326,37329
18,52398,12
18,52524,160
18,52650,3416
18,52704,1910
18,52740,17329
18,52776,1961
18,52974,686
18,52992,15974
18,53262,571
18,53298,92
18,53352,3541
18,53388,1323
18,53478,317
18,53496,411
18,53532,314
18,53550,312
18,53694,218
18,53874,5773
18,54180,73916
18,54612,42
18,54900,1813
18,54918,1625
18,54954,5225
18,55080,472
18,55116,6566
18,55134,994
18,55710,2260
18,55800,584
18,56052,1383
18,56088,1173
18,56286,648
18,56664,77
18,56682,1135
18,56952,338
18,57006,394
18,57024,2069
18,57114,2593
18,57132,1594
18,57168,3382
18,57258,1130
18,57528,1336
18,57546,1165
18,57726,902
18,57780,3600
18,57870,565
18,57978,1263
18,58320,707
18,58392,205
18,58662,5604
18,58788,615
18,59238,457
18,59328,10953
18,59364,2260
18,59598,925
18,60084,211
18,60192,4235
18,60246,37047
18,60264,491
18,60822,10989
18,61020,175
18,61092,38513
18,61164,5204
18,61236,6187
18,61416,967
18,61470,235
18,62028,1371
18,62046,8401
18,63450,1073
18,63756,1360
18,63792,5684
18,63918,536
18,64206,412
18,64260,35425
18,64422,684
18,64512,237
18,64674,2228
18,64728,25
18,64980,861
18,64998,435
18,65016,1784
18,65214,6211
18,65484,1977
18,65520,2592
18,65556,643
18,65808,1304
18,65934,651
18,65988,851
18,66150,1500
18,66222,797
18,66438,6191
18,66510,312
18,66546,1310
18,66834,423
18,66852,23644
18,66978,665
18,67212,960
18,67302,148
18,67464,6437
18,67626,98
18,67698,362
18,68022,2609
18,68058,227
18,68220,29657
18,68238,261
18,68526,7373
18,68652,1009
18,68670,10058
18,68706,740
18,68832,21666
18,68868,1811
18,68976,218
18,69048,543
18,69192,1117
18,69318,20609
18,69354,3361
18,69480,855
18,69516,822
18,69552,680
18,69678,128
18,69768,868
18,70542,249
18,71000,103395
18,71486,2068
18,71612,1818
18,71828,14157
18,71972,2464
18,72008,956
18,72206,331
18,72232,92
18,72296,211
18,72332,138
18,72440,166
18,72764,123
18,72782,470
18,73178,274
18,73232,202
18,73664,260
18,74006,4223
18,74060,335
18,74132,991
18,74168,931
18,74510,902
18,74546,1064
18,74582,266
18,74744,3217
18,75248,7485
18,75302,224
18,75428,58502
18,75626,1416
18,75986,5245
18,76184,1223
18,76256,594
18,76310,1563
18,76328,2027
18,76634,361
18,77066,113
18,77768,3423
18,77786,276
18,77912,281
18,77966,3808
18,78110,1236
18,78326,34627
18,78470,783
18,78740,2085
18,78776,75
18,78902,236
18,78974,2188
18,79010,1777
18,79208,16588
18,79370,10269
18,79478,1999
18,79694,2091
18,79730,79
18,79964,985
18,80018,988
18,80108,1191
18,80234,1472
18,80306,16097
18,80504,12513
18,81278,2157
18,81458,434
18,82052,973
18,82376,560
18,82556,534
18,82700,57746
18,82790,334
18,82862,44829
18,82934,692
18,83276,1385
18,83384,2151
18,83420,5268
18,83528,938
18,83564,389
18,83816,5415
18,84014,13049
18,84086,68
18,84122,4506
18,84302,409
18,84374,425
18,84410,1965
18,84734,2287
18,84752,4778
18,84806,684
18,84878,8045
18,84914,245
18,84950,5099
18,84968,757
18,85058,954
18,85076,1028
18,85184,1591
18,85400,88
18,85598,1406
18,85742,213
18,85886,119
18,86084,11740
18,86318,588
18,86372,32534
19,00190,1538
19,00235,117
19,00370,781
19,00505,6474
19,00595,863
19,00640,614
19,00730,513
19,00775,1542
19,00865,626
19,00910,3661
19,00955,441
19,01000,667
19,01045,738
19,01090,163
19,01135,5342
19,01180,434
19,01270,432
19,01315,942
19,01495,2018
19,01540,217
19,01585,1243
19,01630,21698
19,01675,215
19,01855,65686
19,01990,5704
19,02080,107
19,02125,375
19,02260,965
19,02305,74458
19,02350,531
19,02395,1089
19,02485,578
19,02530,114
19,02620,59
19,02755,95
19,02800,94
19,02845,418
19,02935,856
19,03025,1185
19,03115,216
19,03160,6007
19,03295,432
19,03340,34
19,03385,287
19,03475,2140
19,03520,6781
19,03610,258
19,03655,1999
19,03745,970
19,03835,166
19,03970,1678
19,04105,129
19,04195,532
19,04240,230
19,04330,100
19,04375,79
19,04420,680
19,04510,23
19,04555,151
19,04645,178
19,04780,42
19,04825,424
19,04870,685
19,04915,976
19,04960,404
19,05050,431
19,05095,15
19,05140,159
19,05185,44
19,05365,1503
19,05590,2340
19,05635,2320
19,05680,2399
19,05770,335
19,05905,40
19,06040,21
19,06085,116
19,06175,267
19,06355,39858
19,06490,59
19,06625,372
19,06760,176
19,06805,704
19,06850,269
19,06895,29
19,06940,227
19,06985,125
19,07030,2772
19,07075,1686
19,07210,301
19,07345,361
19,07390,8959
19,07480,12416
19,07660,126
19,07750,173
19,07840,697
19,07930,139
19,08065,74
19,08155,333
19,08200,137
19,08290,494
19,08425,145
19,08470,589
19,08560,139
19,08605,2004
19,08650,294
19,08695,1464
19,08875,129
19,09100,82
19,09145,34
19,09235,1164
19,09280,847
19,09550,23565
19,09685,405
19,09730,374
19,09820,350
19,09955,359
19,10045,1097
19,10090,141
19,10135,4552
19,10225,828
19,10450,225
19,10585,30
19,10765,4326
19,11035,90
19,11080,10163
19,11170,766
19,11215,3759
19,11305,2385
19,11395,385
19,11485,139
19,11530,103
19,11755,40737
19,12000,135958
19,12270,2549
19,12315,5344
19,12495,1241
19,12630,117
19,12720,4280
19,12765,7228
19,12855,389
19,12900,511
19,12945,74
19,12990,220
19,13080,5167
19,13125,133
19,13215,78
19,13350,357
19,13395,283
19,13485,136
19,13530,1004
19,13575,5305
19,13620,2745
19,13755,1243
19,13845,46
19,13980,282
19,14025,7567
19,14115,236
19,14160,133
19,14250,571
19,14430,24239
19,14475,67
19,14520,19005
19,14655,208
19,14880,27
19,14925,686
19,14970,172
19,15015,383
19,15060,2262
19,15105,169
19,15195,496
19,15240,842
19,15375,378
19,15420,1771
19,15465,57
19,15645,346
19,15825,1095
19,15960,16
19,16050,1268
19,16140,36
19,16230,23596
19,16500,1491
19,16545,746
19,16590,260
19,16635,1537
19,16725,37
19,16815,217
19,16860,62399
19,16950,76
19,17130,278
19,17175,624
19,17220,3897
19,17265,7392
19,17490,103
19,17670,244
19,17760,250
19,17850,501
19,17895,39
19,17940,223
19,17985,85
19,18075,756
19,18255,1966
19,18345,34
19,18390,311
19,18435,908
19,19000,100354
19,19090,179
19,19135,110
19,19180,759
19,19315,178
19,19405,7578
19,19450,221
19,19495,249
19,19585,245
19,19630,139
19,19675,432
19,19720,542
19,19765,242
19,19855,258
19,19945,8114
19,20035,1946
19,20125,89
19,21000,210381
19,21045,933
19,21180,5587
19,21225,629
19,21270,338
19,21360,147
19,21405,1298
19,21540,204
19,21675,64
19,21720,336
19,21810,866
19,21900,642
19,22080,61
19,22215,467
19,22305,509
19,22350,170
19,22395,58877
19,22620,618
19,22755,370
19,22800,194
19,22845,832
19,22890,1035
19,22935,21
19,22980,1815
19,23115,4557
19,23160,1261
19,23250,3566
19,23340,1413
19,23385,393
19,23430,717
19,23475,581
19,23790,118
19,23970,958
19,24060,910
19,24375,179
19,24420,777
19,24465,2589
19,24600,6846
19,24645,674
19,24690,1197
19,24735,1041
19,24780,631
19,24825,28
19,24870,1055
19,24915,331
19,25005,21
19,25050,492
19,25095,490
19,25365,2335
19,25500,399
19,25590,3623
19,25725,2024
19,25815,717
19,25860,5823
19,25995,4490
19,26175,572
19,26265,763
19,26310,158
19,26355,1128
19,26400,2904
19,26445,9300
19,26760,1722
19,26850,266
19,26895,589
19,26940,370
19,26985,478
19,27165,1240
19,27210,253
19,27255,98
19,27390,299
19,27975,114
19,28020,305
19,28245,633
19,28290,670
19,28380,4272
19,28425,301
19,28515,24591
19,28605,10053
19,28650,230
19,28740,127
19,28920,102
19,28965,976
19,29010,206
19,29055,211
19,29190,685
19,29280,930
19,29550,22
19,29595,417
19,29685,79
19,29775,174
19,29910,751
19,29955,3035
19,30000,344
19,30045,472
19,30135,135
19,30225,1103
19,30540,58
19,30630,1331
19,30675,791
19,30810,32
19,30900,532
19,30945,478
19,31035,781
19,31350,5175
19,31395,1150
19,31530,614
19,31575,140
19,31665,251
19,31710,935
19,31800,813
19,31845,75
19,31890,212
19,31980,708
19,32025,610
19,32070,197
19,32115,429
19,32160,2038
19,32295,84
19,32475,303
19,32520,155
19,32565,61
19,32610,216
19,32745,977
19,32790,2033
19,32970,68
19,33060,16362
19,33105,9473
19,33150,991
19,33195,2806
19,33240,62
19,33285,61
19,33420,1579
19,33465,1808
19,33645,268
19,33780,868
19,33870,127
19,33960,4272
19,34005,198
19,34185,202
19,34365,82
19,34410,255
19,34455,53
19,34500,4891
19,34545,116
19,34590,270
19,34635,144
19,34680,725
19,34725,1570
19,34770,90
19,34860,239
19,34995,157
19,35130,125
19,35220,163
19,35265,2644
19,35310,429
19,35445,44
19,35580,710
19,35670,722
19,35715,140
19,35940,7219
19,36345,910
19,36390,157
19,36480,955
19,36705,266
19,36840,1475
19,36885,348
19,37155,624
19,37200,251
19,37290,706
19,37335,136
19,37425,837
19,37470,2772
19,37515,2432
19,37560,4723
19,37605,470
19,37920,4634
19,38010,1990
19,38055,38
19,38100,6188
19,38280,16043
19,38415,957
19,38460,219
19,38595,75678
19,38640,5002
19,38820,578
19,39000,320
19,39135,39
19,39225,196
19,39405,1051
19,39450,4100
19,39585,2537
19,39675,1183
19,39765,24640
19,39855,204
19,39900,29
19,40170,2739
19,40215,176
19,40260,639
19,40350,239
19,40395,308
19,40440,596
19,40665,255
19,40845,9513
19,40890,109
19,40935,945
19,40980,893
19,41070,238
19,41115,621
19,41295,282
19,41385,1391
19,41475,77
19,41520,60
19,41565,157
19,41610,257
19,41655,430
19,41790,53
19,42015,7432
19,42285,334
19,42330,224
19,42465,1670
19,42555,2115
19,42600,1158
19,42645,686
19,42690,1138
19,42825,261
19,42870,169
19,42960,1974
19,43005,432
19,43050,233
19,43140,114
19,43275,954
19,43365,2259
19,43410,950
19,43500,123
19,43590,471
19,43680,219
19,43725,1249
19,43815,394
19,43905,938
19,44085,4744
19,44130,119
19,44220,894
19,44265,391
19,44310,150
19,44355,245
19,44400,10618
19,44490,1372
19,44535,1817
19,44580,12
19,44670,309
19,44715,354
19,44805,362
19,44985,271
19,45030,163
19,45165,467
19,45255,119
19,45390,203
19,45435,192
19,45480,154
19,45615,2208
19,45660,291
19,45795,444
19,45840,170
19,45975,375
19,46065,240
19,46155,1354
19,46245,370
19,46290,143
19,46335,1336
19,46425,844
19,46515,376
19,46605,423
19,46830,460
19,46920,778
19,47010,241
19,47055,304
19,47100,174
19,47280,145
19,47370,248
19,47460,238
19,47505,111
19,47595,383
19,47730,274
19,47775,354
19,47820,311
19,47865,145
19,47955,263
19,48000,725
19,48045,116
19,48180,101
19,48450,2799
19,48495,188
19,48500,296
19,48540,261
19,48585,255
19,48675,26
19,48720,1051
19,48810,5239
19,48855,742
19,48900,1231
19,48945,1416
19,48990,1656
19,49170,1124
19,49215,6051
19,49260,221
19,49305,262
19,49350,1060
19,49395,2404
19,49485,42213
19,49575,111
19,49620,432
19,49755,27574
19,49845,247
19,49890,411
19,49935,109
19,50070,47
19,50160,26906
19,50205,99
19,50250,355
19,50385,77
19,50430,272
19,50520,854
19,50610,468
19,50655,154
19,50700,992
19,50790,1664
19,50880,768
19,50935,1184
19,50970,111
19,51060,196
19,51105,343
19,51150,162
19,51375,710
19,51420,212
19,51735,364
19,52050,402
19,52095,3309
19,52230,137
19,52275,43
19,52455,761
19,52500,397
19,52545,317
19,52590,591
19,52815,313
19,52860,2656
19,52905,118
19,52950,2617
19,52995,280
19,53175,337
19,53265,129
19,53310,1465
19,53355,2010
19,53490,1432
19,53625,4056
19,53670,198
19,53760,727
19,53850,189
19,53895,167
19,53985,626
19,54030,94
19,54120,693
19,54165,97
19,54390,599
19,54435,163
19,54480,1626
19,54705,8581
19,54840,4552
19,54930,1690
19,55065,624
19,55110,23341
19,55200,321
19,55335,1503
19,55515,66
19,55560,906
19,55695,6967
19,55785,431
19,55965,847
19,56055,888
19,56100,3422
19,56145,556
19,56280,133
19,56325,1870
19,56370,387
19,56415,230
19,56460,1247
19,56505,15645
19,56550,380
19,56595,493
19,56685,328
19,56865,73
19,56910,1348
19,57045,52
19,57135,108
19,57225,1035
19,57360,21345
19,57495,108
19,57630,2048
19,57675,14873
19,57720,465
19,57945,70
19,58080,1518
19,58170,177
19,58395,192
19,58530,421
19,58575,985
19,58620,5791
19,58665,1963
19,58710,737
19,58890,187
19,58980,655
19,59070,198
19,59115,2816
19,59250,196
19,59475,6397
19,59520,67
19,59565,356
19,59655,508
19,59745,3537
19,59835,5568
19,59925,11448
19,59970,783
19,60015,43
19,60105,411
19,60240,69
19,60420,41
19,60465,25252
19,60555,30
19,60645,710
19,60690,424
19,60780,94
19,60825,101
19,60915,180
19,61050,136
19,61230,1505
19,61275,237
19,61320,1083
19,61365,141
19,61590,1983
19,61770,189
19,61815,218
19,61860,175
19,61905,968
19,62040,10820
19,62130,2122
19,62355,7984
19,62445,293
19,62625,319
19,62760,331
19,62850,158
19,63075,245
19,63210,394
19,63345,58
19,63525,11617
19,63570,30
19,63615,80
19,63750,1690
19,63840,53
19,63885,369
19,63975,1842
19,64020,6303
19,64065,520
19,64110,77
19,64200,189
19,64290,2415
19,64425,155
19,64470,1712
19,64560,183
19,64605,938
19,64650,884
19,64740,916
19,64875,91
19,65010,260
19,65055,261
19,65235,591
19,65280,246
19,65370,540
19,65415,182
19,65505,77
19,65550,50
19,65595,154
19,65640,181
19,65730,39
19,65820,748
19,65910,860
19,65955,156
19,66000,64
19,66045,719
19,66135,5461
19,66315,1665
19,66360,201
19,66405,1682
19,66450,228
19,66540,270
19,66585,804
19,66720,540
19,66810,203
19,66855,105
19,67035,265
19,67125,35
19,67170,354
19,67215,214
19,67350,377
19,67440,1046
19,67575,241
19,67800,3312
19,68025,145
19,68070,741
19,68160,2706
19,68205,4045
19,68250,1044
19,68295,2195
19,68340,29
19,68385,43
19,68475,1354
19,68520,503
19,68565,112
19,68700,157
19,68925,47
19,69015,119
19,69060,266
19,69105,380
19,69195,348
19,69240,451
19,69285,474
19,69330,712
19,69375,116
19,69465,346
19,69510,493
19,69645,2019
19,69690,93
19,69735,1160
19,69780,76
19,69915,643
19,69960,119
19,70050,167
19,70095,114
19,70140,102
19,70185,105
19,70230,386
19,70320,299
19,70410,1444
19,70590,59
19,71040,78
19,71085,717
19,71130,803
19,71310,492
19,71355,127
19,71625,5274
19,71760,639
19,71895,161
19,71940,72
19,72075,70
19,72210,1107
19,72300,728
19,72345,311
19,72390,5422
19,72435,1272
19,72480,989
19,72525,4884
19,72660,176
19,72840,723
19,72975,2761
19,73065,1039
19,73110,1985
19,73155,246
19,73290,8543
19,73335,85727
19,73425,718
19,73515,1600
19,73605,1058
19,73650,183
19,73785,180
19,73875,3182
19,73920,123
19,74055,199
19,74280,11451
19,74370,372
19,74415,5533
19,74460,90
19,74505,145
19,74685,68
19,74775,1148
19,74820,437
19,74910,353
19,74955,85
19,75000,676
19,75045,620
19,75135,1392
19,75180,261
19,75405,275
19,75450,172
19,75630,11434
19,75675,3388
19,75720,192
19,75810,682
19,75855,1147
19,75945,67
19,75990,1855
19,76035,885
19,76260,2031
19,76440,127
19,76485,625
19,76620,139
19,76665,77
19,76755,547
19,76890,904
19,76935,984
19,77115,3046
19,77340,341
19,77430,83
19,77520,316
19,77565,48
19,77745,489
19,77790,177
19,77835,47
19,77880,393
19,77970,163
19,78060,6325
19,78195,135
19,78285,3054
19,78330,487
19,78510,2383
19,78600,101
19,78735,1549
19,78825,1095
19,78915,1202
19,79095,63
19,79140,522
19,79185,70
19,79410,30
19,79500,959
19,79545,381
19,79680,74
19,79770,1187
19,79815,475
19,79905,1627
19,79950,46729
19,79995,330
19,80130,376
19,80175,39
19,80400,769
19,80445,1725
19,80490,179
19,80535,67
19,80580,697
19,80805,852
19,80985,1113
19,81075,124
19,81120,52
19,81210,4951
19,81345,201
19,81570,204
19,81615,341
19,81705,1549
19,81840,1355
19,81885,668
19,81975,156
19,82020,748
19,82065,725
19,82200,2013
19,82335,7252
19,82380,205
19,82425,66606
19,82470,111
19,82650,227
19,82695,31645
19,82740,3777
19,82875,10561
19,82965,947
19,83010,139
19,83055,95
19,83145,7713
19,83190,138
19,83280,1516
19,83325,716
19,83370,127
19,83415,380
19,83550,775
19,83595,2754
19,83685,3161
19,83775,147
19,83910,72205
19,84090,120
19,84180,190
19,84315,3728
19,84450,308
19,84540,134
19,84585,909
19,84630,277
19,84765,2432
19,84835,100
19,84900,597
19,84945,763
19,85215,727
19,85260,479
19,85305,98
19,85710,71
19,85800,298
19,85845,3351
19,85935,125
19,86070,2930
19,86250,5067
19,86385,1014
19,86520,5374
19,86565,818
19,86610,91
19,86700,181
19,86835,1718
19,86880,141
19,86970,1363
19,87015,140
19,87060,372
19,87240,527
19,87285,264
19,87375,19
19,87420,62
19,87555,503
19,87690,86
20,00100,81
20,00125,6443
20,00325,132
20,00475,44
20,00550,198
20,00825,126
20,00950,120
20,01050,48
20,01275,162
20,01350,822
20,01425,353
20,01550,1047
20,01575,412
20,01600,97
20,01625,343
20,01675,772
20,01775,928
20,01800,15814
20,01975,2069
20,02175,257
20,02250,451
20,02300,11765
20,02325,431
20,02375,1384
20,02675,724
20,02850,423
20,02900,10670
20,03025,41
20,03050,165
20,03100,508
20,03150,1242
20,03250,1261
20,03300,9245
20,03425,54
20,03600,399
20,03900,4929
20,04225,59
20,04250,163
20,04350,70
20,04400,7719
20,04450,22
20,04625,3830
20,04775,269
20,04900,196
20,05337,9537
20,05500,1452
20,05600,1987
20,05775,3358
20,05825,95
20,05925,204
20,06000,70
20,06075,641
20,06125,572
20,06175,945
20,06275,160
20,06500,134
20,06825,446
20,06950,171
20,07600,222
20,07650,924
20,07775,47
20,07825,151
20,07975,7621
20,08425,287
20,08475,307
20,08575,236
20,08675,23
20,09000,706
20,09150,212
20,09200,1315
20,09225,110
20,09250,508
20,09275,220
20,09350,955
20,09400,2593
20,09450,232
20,09525,136
20,09575,843
20,09675,28
20,09700,195
20,09800,37
20,09900,1008
20,10125,91
20,10375,1732
20,10475,665
20,10600,1318
20,10675,36
20,10925,111
20,11175,453
20,11325,12
20,11425,21
20,11450,469
20,12425,492
20,12500,8468
20,12550,1372
20,12650,389
20,12675,107
20,12775,2160
20,12825,589
20,12925,2128
20,12950,911
20,13275,1994
20,13375,153
20,13425,543
20,13625,4094
20,13675,46
20,13925,2642
20,14200,451
20,14275,43
20,14475,681
20,14525,68
20,14600,8570
20,14650,5589
20,14700,673
20,14900,93
20,14950,377
20,15075,2870
20,15100,1453
20,15200,5004
20,15325,1117
20,15400,79
20,15475,251
20,15725,211
20,15900,854
20,15925,2125
20,16025,291
20,16150,59
20,16625,138
20,16675,83
20,16700,113
20,16775,412
20,16975,109
20,17000,29
20,17150,373
20,17225,683
20,17525,152
20,17600,301
20,17625,144
20,17750,129
20,17800,26233
20,17850,6539
20,17925,231
20,18050,938
20,18250,27514
20,18325,143
20,18400,1542
20,18500,790
20,18600,43
20,18950,28
20,19050,92
20,19125,213
20,19275,59
20,19300,743
20,19600,211
20,19825,1718
20,19875,27
20,19900,382
20,20000,4641
20,20025,484
20,20050,224
20,20075,12919
20,20125,56
20,20250,254
20,20300,111
20,20350,1800
20,20425,1960
20,20450,1921
20,20500,3133
20,20675,40
20,20875,52
20,20950,1122
20,21100,170
20,21275,24105
20,21350,51
20,21400,168
20,21425,710
20,21500,1019
20,21600,66
20,21650,437
20,21675,6466
20,21800,2264
20,22025,254
20,22425,236
20,22700,4158
20,22775,127
20,23600,384
20,23650,226
20,23725,204
20,23825,90
20,24000,7565
20,24175,514
20,24275,717
20,24550,10
20,24575,2073
20,24850,3372
20,24925,167
20,25050,43
20,25100,2752
20,25150,141
20,25200,829
20,25325,27371
20,25375,952
20,25425,25378
20,25750,145
20,25925,3197
20,25975,466
20,26000,86
20,26050,95
20,26075,228
20,26200,156
20,26300,2465
20,26325,52
20,26375,438
20,26500,362
20,26725,5708
20,26750,553
20,26775,105
20,26875,4403
20,27000,383
20,27125,80
20,27200,319
20,27425,1630
20,28300,14372
20,28350,274
20,28412,376
20,28425,95
20,28625,347
20,28675,704
20,28800,148
20,28850,311
20,28900,256
20,29250,392
20,29400,108
20,29600,2138
20,29675,181
20,29700,24
20,29875,688
20,29925,250
20,30000,161
20,30175,1304
20,30475,360
20,30575,178
20,30700,81
20,30725,1168
20,30775,126
20,30825,661
20,31100,21040
20,31125,11268
20,31150,82
20,31375,92
20,31400,2098
20,31475,118
20,31600,3473
20,31675,3190
20,31850,922
20,32175,1385
20,32275,2688
20,32550,2617
20,32575,2190
20,32650,13
20,32825,3382
20,32850,387
20,33075,309
20,33150,92
20,33200,1480
20,33250,569
20,33350,1198
20,33375,595
20,33400,91
20,33425,3613
20,33450,1816
20,33500,43
20,33525,53
20,33575,72
20,33625,39662
20,33875,8315
20,34225,252
20,34275,1320
20,34300,5318
20,34550,64
20,34625,151
20,34975,234
20,35375,81
20,35450,740
20,35475,353
20,35600,1334
20,35750,21856
20,35950,431
20,35975,150
20,36000,152933
20,36225,2380
20,36550,404
20,36875,107
20,36950,2890
20,37075,1370
20,37125,869
20,37275,131
20,37325,332
20,37375,54
20,37500,1209
20,37575,1035
20,37725,488
20,37975,1014
20,38175,2121
20,38325,239
20,38400,246
20,38500,40
20,38650,11221
20,38700,3675
20,38775,100
20,38800,31
20,38900,96207
20,39000,37034
20,39075,33980
20,39100,182
20,39125,875
20,39150,595
20,39225,160
20,39350,58536
20,39400,200
20,39450,662
20,39475,38
20,39500,429
20,39550,1432
20,39650,444
20,39725,376
20,39825,18999
20,40250,95
20,40400,87
20,41300,1155
20,41325,167
20,41375,3811
20,41425,384
20,41465,1098
20,41475,425
20,41575,465
20,42100,436
20,42425,21
