id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
635781,AFG-2026-3-951-25,2026,false,Check geography,3,130,484,Government of Afghanistan - Civilians,130,951,Government of Afghanistan - Civilians,130,130,Government of Afghanistan,9999,1,Civilians,1,"""Kabul Now,2026-07-12,Former Afghan Intelligence Officer Killed by Unknown Armed Men in Western Afghanistan""",Kabul Now,2026-07-12,Former Afghan Intelligence Officer Killed by Unknown Armed Men in Western Afghanistan,Local sources,3,Taywara district,Zerni/Zarni village in Taywara district,Ghor province,Taywara district,33.492041,64.368097,POINT (64.368097 33.492041),177609,Afghanistan,700,Asia,1,1,2026-07-11 00:00:00.000,2026-07-11 00:00:00.000,0,0,0,0,0,1,0,700,
635780,AFG-2026-3-951-24,2026,false,Check geography,3,130,484,Government of Afghanistan - Civilians,130,951,Government of Afghanistan - Civilians,130,130,Government of Afghanistan,9999,1,Civilians,2,"""Kabul Now,2026-07-17,Former Intelligence Officer Killed in Daikundi as Attacks on Ex-Security Forces Continue"";""Etilaat Roz,2026-07-17,A former soldier was murdered in Daikundi.""",Kabul Now;Etilaat Roz,2026-07-17;2026-07-17,Former Intelligence Officer Killed in Daikundi as Attacks on Ex-Security Forces Continue;A former soldier was murdered in Daikundi.,local sources; relatives,3,Shahristan district,near his house in Katesang area of ​​the city Shahristan district,Daykundi province,Shahristan district,33.707723,66.474067,POINT (66.474067 33.707723),178333,Afghanistan,700,Asia,1,1,2026-07-16 00:00:00.000,2026-07-16 00:00:00.000,0,0,0,0,0,1,0,700,
636206,AFG-2026-1-14320-9,2026,true,Clear,1,"",13637,Afghanistan: Islamic State,14320,14320,Government of Afghanistan - IS,130,130,Government of Afghanistan,234,234,IS,3,"""Afghan Analyst on Twitter (X),2026-07-29,ISKP Claims Responsibility for Assassination of Taliban Official in Badakhshan"";""Afghan Analyst on Twitter (X),2026-07-28, Badakhshan Information and Culture Director Zabihullah Amiri Assassinated on Way to Work"";""Ariana,2026-07-28,The Ministry of Information and Culture has confirmed the killing of Ziaullah Emari, the head of the Information and Culture Department in Badakhshan province, and states that he was ""martyred"" in an attack by armed individuals.""",Afghan Analyst on Twitter (X);Afghan Analyst on Twitter (X);Ariana,2026-07-29;2026-07-28;2026-07-28,"ISKP Claims Responsibility for Assassination of Taliban Official in Badakhshan; Badakhshan Information and Culture Director Zabihullah Amiri Assassinated on Way to Work;The Ministry of Information and Culture has confirmed the killing of Ziaullah Emari, the head of the Information and Culture Department in Badakhshan province, and states that he was ""martyred"" in an attack by armed individuals.",ISKP; Badakhshan Police spokesperson,2,Fayzabad town,"near Faizabad, the provincial capital of Badakhshan",Badakhshan province,Fayzabad district (Badakhshan),37.116638,70.580022,POINT (70.580022 37.116638),183382,Afghanistan,700,Asia,1,1,2026-07-28 00:00:00.000,2026-07-28 00:00:00.000,2,1,0,0,3,3,3,700,
635825,AFG-2026-1-16825-28,2026,false,Check geography,1,"",333,Afghanistan: Government,16825,16825,Government of Afghanistan - NRF,130,130,Government of Afghanistan,8114,8114,NRF,2,"""Afghanistan International,2026-07-27,One Taliban Member Killed In Kuran Wa Munjan of Badakhshan, Says NRF"";""Etilaat Roz,2026-07-27,The ""Resistance Front"" announced an attack on a Taliban checkpoint in the Karan-e-Manjan region of Badakhshan.""",Afghanistan International;Etilaat Roz,2026-07-27;2026-07-27,"One Taliban Member Killed In Kuran Wa Munjan of Badakhshan, Says NRF;The ""Resistance Front"" announced an attack on a Taliban checkpoint in the Karan-e-Manjan region of Badakhshan.",NRF; local sources,3,Kuran Wa Munjan district,"""Shahran"" area of ​​the Keran and Manjan district.",Badakhshan province,Kuran Wa Munjan district,35.928047,70.770578,POINT (70.770578 35.928047),181222,Afghanistan,700,Asia,1,1,2026-07-26 00:00:00.000,2026-07-26 00:00:00.000,0,0,0,0,0,1,0,700,
635772,AFG-2026-1-17083-27,2026,false,Check geography,1,"",333,Afghanistan: Government,17083,17083,Government of Afghanistan - AFF,130,130,Government of Afghanistan,8343,8343,AFF,6,"""Ariana News,2026-07-24,Five armed men killed while attempting to cross Durand Line into Badakhshan"";""AFF,2026-07-24,Extensive Offensive Campaigns on Taliban Positions in Zibak, Badakhshan"";""Afghan Analyst on Twitter (X),2026-07-25,Badakhshan Frontline Update: Taliban and AFF Claims After Zibak Fighting"";""Afghan Analyst on Twitter (X),2026-07-24,Taliban Claims Cross-Border Infiltration from Pakistan After Badakhshan Clashes"";""BBC Monitoring Round-up,2026-08-07,Afghanistan security narratives 29 Jul - 4 Aug 26"";""The Afghan Digest,2026-07-27,The Week of July 20-26""",Ariana News;AFF;Afghan Analyst on Twitter (X);Afghan Analyst on Twitter (X);BBC Monitoring Round-up;The Afghan Digest,2026-07-24;2026-07-24;2026-07-25;2026-07-24;2026-08-07;2026-07-27,"Five armed men killed while attempting to cross Durand Line into Badakhshan;Extensive Offensive Campaigns on Taliban Positions in Zibak, Badakhshan;Badakhshan Frontline Update: Taliban and AFF Claims After Zibak Fighting;Taliban Claims Cross-Border Infiltration from Pakistan After Badakhshan Clashes;Afghanistan security narratives 29 Jul - 4 Aug 26;The Week of July 20-26","AFF; Taliban's Chief of Army Staff, Qari Fasihuddin Fitrat",3,Zebak district,"Zibak District of Badakhshan Province, near durand line, Top Khana area of",Badakhshan province,Zebak district,36.428979,71.347254,POINT (71.347254 36.428979),181943,Afghanistan,700,Asia,1,2,2026-07-23 00:00:00.000,2026-07-24 00:00:00.000,1,5,0,0,6,34,2,700,
635771,AFG-2026-1-17083-26,2026,false,Clear,1,"",333,Afghanistan: Government,17083,17083,Government of Afghanistan - AFF,130,130,Government of Afghanistan,8343,8343,AFF,3,"""AFF,2026-07-26,Freedom  fighters of (AFF) launched a rocket attack on a Taliban military convoy travelling from Kabul to Badakhshan Province on Saturday, 25 July 2026. "";""Etilaat Roz,2026-07-26,""Freedom Front"": We attacked a Taliban military convoy moving from Kabul to Badakhshan"";""The Afghan Digest,2026-07-27,The Week of July 20-26""",AFF;Etilaat Roz;The Afghan Digest,2026-07-26;2026-07-26;2026-07-27,"Freedom  fighters of (AFF) launched a rocket attack on a Taliban military convoy travelling from Kabul to Badakhshan Province on Saturday, 25 July 2026. ;""Freedom Front"": We attacked a Taliban military convoy moving from Kabul to Badakhshan;The Week of July 20-26",AFF; local sources,3,Dushi district,"from Kabul to the Northern Salang area, vicinity of Dushi District.",Baghlan province,Dushi district,35.615268,68.659670,POINT (68.65967 35.615268),181218,Afghanistan,700,Asia,1,1,2026-07-25 00:00:00.000,2026-07-25 00:00:00.000,0,0,0,0,0,7,0,700,
636681,BNG-2026-2-2-XXX771-46,2026,false,Check dyad,2,2-XXX771,12,XXX771 - XXX771,2-XXX771,24,XXX771 - XXX771,XXX771,3607,XXX771,XXX771,3607,XXX771,1,"""SATP,2026-08-01,Bangladesh: Timeline (Terrorist Activities)-2026 """,SATP,2026-08-01,Bangladesh: Timeline (Terrorist Activities)-2026,The Daily Star,3,Jessore district,in Khajura Filling Station in Bagharpara Upazila (Sub-District) of Jashore District,Khulna division,Jessore district,23.083333,89.166667,POINT (89.166667 23.083333),163259,Bangladesh,771,Asia,1,1,2026-07-13 00:00:00.000,2026-07-13 00:00:00.000,1,0,0,0,1,1,1,,
636623,BNG-2026-2-2-XXX771-41,2026,false,Check dyad,2,2-XXX771,12,XXX771 - XXX771,2-XXX771,24,XXX771 - XXX771,XXX771,3607,XXX771,XXX771,3607,XXX771,2,"""SATP,2026-08-01,Bangladesh: Timeline (Terrorist Activities)-2026 "";""The New Nation (Bangladesh),2026-07-17,BNP leader murdered in Kishoreganj""",SATP;The New Nation (Bangladesh),2026-08-01;2026-07-17,Bangladesh: Timeline (Terrorist Activities)-2026 ;BNP leader murdered in Kishoreganj,"Police, relatives",1,Mithamain town,in Mithamoin area in Kishoreganj,Dhaka division,Kishorganj district,24.414740,91.054300,POINT (91.0543 24.41474),164703,Bangladesh,771,Asia,1,1,2026-07-15 00:00:00.000,2026-07-15 00:00:00.000,1,0,0,0,1,1,1,,
636696,BNG-2026-2-2-XXX771-47,2026,false,Check dyad,2,2-XXX771,12,XXX771 - XXX771,2-XXX771,24,XXX771 - XXX771,XXX771,3607,XXX771,XXX771,3607,XXX771,1,"""SATP,2026-08-01,Bangladesh: Timeline (Terrorist Activities)-2026 """,SATP,2026-08-01,Bangladesh: Timeline (Terrorist Activities)-2026,Bhulbaria Union Awami League President,2,Ataikula town,"Ratanpur Village of Bhulbaria Union, in Ataikula of Santhia Upazila (Sub-District) in Pabna District",Rajshahi division,Pabna disctrict,24.031305,89.406814,POINT (89.406814 24.031305),164699,Bangladesh,771,Asia,1,1,2026-07-18 00:00:00.000,2026-07-18 00:00:00.000,1,0,0,0,1,1,1,,
636721,BNG-2026-2-2-XXX771-50,2026,false,Check dyad,2,2-XXX771,12,XXX771 - XXX771,2-XXX771,24,XXX771 - XXX771,XXX771,3607,XXX771,XXX771,3607,XXX771,1,"""SATP,2026-08-01,Bangladesh: Timeline (Terrorist Activities)-2026 """,SATP,2026-08-01,Bangladesh: Timeline (Terrorist Activities)-2026,relatives,2,Sonargaon town,in the Charhogla Balurghat area of Shambhupura Union of Sonargaon Upazila (Sub-District) of Narayanganj District,Dhaka division,Narayanganj district,23.648737,90.599127,POINT (90.599127 23.648737),163982,Bangladesh,771,Asia,1,1,2026-07-26 00:00:00.000,2026-07-26 00:00:00.000,1,0,0,0,1,1,1,,
636673,BNG-2026-2-12656-1,2026,false,Clear,2,12656,11907,PCJSS - UPDF,12656,12656,PCJSS - UPDF,285,285,PCJSS,2457,2457,UPDF,2,"""SATP,2026-08-01,Bangladesh: Timeline (Terrorist Activities)-2026 "";""International Crisis Group ,2026-08-03,Bangladesh July 2026""",SATP;International Crisis Group,2026-08-01;2026-08-03,Bangladesh: Timeline (Terrorist Activities)-2026 ;Bangladesh July 2026,Panchari Police,1,Madhu Mangal Para village,in the Madhu Mangal Para area of Chengi Union under Panchari Upazila (Sub-District) in Khagrachhari District,Chittagong division,Khagrachhari district,23.302367,91.897680,POINT (91.89768 23.302367),163264,Bangladesh,771,Asia,1,1,2026-07-06 00:00:00.000,2026-07-06 00:00:00.000,0,0,0,3,3,3,3,,
636727,MYA-2026-2-17386-0,2026,false,Clear,2,17386,15805,ARSA - RSO,17386,17386,ARSA - RSO,6692,6692,ARSA,187,187,RSO,1,"""SATP,2026-08-01,Bangladesh: Timeline (Terrorist Activities)-2026 """,SATP,2026-08-01,Bangladesh: Timeline (Terrorist Activities)-2026,police,1,Camp 8,at the Balukhali refugee camp (Camp-8 West) in Ukhiya Upazila (Sub-District) refugee camp in Cox's Bazar District,Chittagong division,Cox’s Bāzār district,21.193635,92.162930,POINT (92.16293 21.193635),160385,Bangladesh,771,Asia,1,1,2026-07-29 00:00:00.000,2026-07-29 00:00:00.000,1,0,0,0,1,1,1,,
636243,BEN-2026-1-16685-12,2026,true,Clear,1,"",15256,Benin: Government,16685,16685,Government of Benin - JNIM,1209,1209,Government of Benin,6716,6716,JNIM,1,"""BBC Monitoring News Alert,2026-07-10,Benin army kills six militants in volatile north-west""",BBC Monitoring News Alert,2026-07-10,Benin army kills six militants in volatile north-west,24 Heures au Benin,3,Kouandé commune,"commune of Kouande, in the department of Atacora",Atacora department,Kouandé commune,10.424860,1.714660,POINT (1.71466 10.42486),144364,Benin,434,Africa,1,1,2026-07-10 00:00:00.000,2026-07-10 00:00:00.000,0,6,0,0,6,6,6,434,
636620,BRA-2026-2-2-XXX140-124,2026,false,Check dyad,2,2-XXX140,22,XXX140 - XXX140,2-XXX140,44,XXX140 - XXX140,XXX140,3617,XXX140,XXX140,3617,XXX140,1,"""Portal Tucumã,2026-07-06,Man found dead with gunshot wounds in wooded area in Amazonas.""",Portal Tucumã,2026-07-06,Man found dead with gunshot wounds in wooded area in Amazonas.,Portal Tucumã,1,Itacoatiara town,"Santo Antônio and São Cristóvão neighborhoods, in Itacoatiara",Amazonas state,Itacoatiara municipality,-3.143060,-58.444170,POINT (-58.44417 -3.14306),124804,Brazil,140,Americas,1,1,2026-07-05 00:00:00.000,2026-07-05 00:00:00.000,0,0,0,1,1,1,1,,
636619,BRA-2026-2-2-XXX140-123,2026,false,Check dyad,2,2-XXX140,22,XXX140 - XXX140,2-XXX140,44,XXX140 - XXX140,XXX140,3617,XXX140,XXX140,3617,XXX140,1,"""Portal Tucumã,2026-07-11,Man shot dead in front of his wife in Compensa.""",Portal Tucumã,2026-07-11,Man shot dead in front of his wife in Compensa.,Portal Tucumã,1,Manaus town,"Pantanal street, in the Compensa neighborhood",Amazonas state,Manaus municipality,-3.101940,-60.025000,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2026-07-11 00:00:00.000,2026-07-11 00:00:00.000,0,0,0,1,1,1,1,,
636618,BRA-2026-2-2-XXX140-122,2026,false,Check dyad,2,2-XXX140,22,XXX140 - XXX140,2-XXX140,44,XXX140 - XXX140,XXX140,3617,XXX140,XXX140,3617,XXX140,1,"""Portal Tucumã,2026-07-12,Man shot dead inside car upon arriving home from work in Manaus.""",Portal Tucumã,2026-07-12,Man shot dead inside car upon arriving home from work in Manaus.,Portal Tucumã,1,Manaus town,"Alfazema street, Jorge Teixeira neighborhood",Amazonas state,Manaus municipality,-3.101940,-60.025000,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2026-07-12 00:00:00.000,2026-07-12 00:00:00.000,0,0,0,1,1,1,1,,
636617,BRA-2026-2-2-XXX140-121,2026,false,Check dyad,2,2-XXX140,22,XXX140 - XXX140,2-XXX140,44,XXX140 - XXX140,XXX140,3617,XXX140,XXX140,3617,XXX140,1,"""Portal Tucumã,2026-07-14,Man found dead on a side road in the eastern zone of Manaus.""",Portal Tucumã,2026-07-14,Man found dead on a side road in the eastern zone of Manaus.,Portal Tucumã,1,Manaus town,"Ramal da Suzuki, in the Distrito Industrial 2 neighborhood",Amazonas state,Manaus municipality,-3.101940,-60.025000,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2026-07-14 00:00:00.000,2026-07-14 00:00:00.000,0,0,0,1,1,1,1,,
636616,BRA-2026-2-2-XXX140-120,2026,false,Check dyad,2,2-XXX140,22,XXX140 - XXX140,2-XXX140,44,XXX140 - XXX140,XXX140,3617,XXX140,XXX140,3617,XXX140,1,"""Portal Tucumã,2026-07-17,Man killed after argument during drinking session in eastern Manaus.""",Portal Tucumã,2026-07-17,Man killed after argument during drinking session in eastern Manaus.,Portal Tucumã,1,Manaus town,São José Operário neighborhood,Amazonas state,Manaus municipality,-3.101940,-60.025000,POINT (-60.025 -3.10194),124800,Brazil,140,Americas,1,1,2026-07-16 00:00:00.000,2026-07-16 00:00:00.000,0,0,0,1,1,1,1,,
636614,BRA-2026-2-2-XXX140-119,2026,false,Check dyad,2,2-XXX140,22,XXX140 - XXX140,2-XXX140,44,XXX140 - XXX140,XXX140,3617,XXX140,XXX140,3617,XXX140,1,"""Portal Tucumã,2026-07-28,Man found dead with hands and feet tied in a riverside area in the Amazon.""",Portal Tucumã,2026-07-28,Man found dead with hands and feet tied in a riverside area in the Amazon.,Portal Tucumã,4,Amazonas state,"Ramal do Mutum, at km 6 of the AM-352 highway, in the rural area of ​​Novo Airão, in the interior of Amazonas",Amazonas state,,-5.000000,-63.000000,POINT (-63 -5),122635,Brazil,140,Americas,1,1,2026-07-27 00:00:00.000,2026-07-27 00:00:00.000,0,0,0,1,1,1,1,,
636909,BRA-2026-2-18858-33,2026,true,Clear,2,18858,16898,Comando Vermelho - Família Terror Amapá,18858,18858,Comando Vermelho - Família Terror Amapá,772,772,Comando Vermelho,8294,8294,Família Terror Amapá,1,"""Diário do Amapá,2026-07-15,Young man executed in front of his family in the Miracema housing complex.""",Diário do Amapá,2026-07-15,Young man executed in front of his family in the Miracema housing complex.,Diário do Amapá,1,Macapá town,"Miracema Housing Complex, in the northern part of Macapá",Amapá state,Macapá municipality,0.038890,-51.066390,POINT (-51.06639 0.03889),129858,Brazil,140,Americas,1,1,2026-07-14 00:00:00.000,2026-07-14 00:00:00.000,0,0,0,1,1,1,1,,
636910,BRA-2026-2-18858-34,2026,true,Clear,2,18858,16898,Comando Vermelho - Família Terror Amapá,18858,18858,Comando Vermelho - Família Terror Amapá,772,772,Comando Vermelho,8294,8294,Família Terror Amapá,1,"""Diário do Amapá,2026-07-15,Refusal to hand over cell phone to gang ends in execution in Pacoval neighborhood.""",Diário do Amapá,2026-07-15,Refusal to hand over cell phone to gang ends in execution in Pacoval neighborhood.,Diário do Amapá,1,Macapá town,Pacoval neighborhood,Amapá state,Macapá municipality,0.038890,-51.066390,POINT (-51.06639 0.03889),129858,Brazil,140,Americas,1,1,2026-07-15 00:00:00.000,2026-07-15 00:00:00.000,0,0,0,1,1,1,1,,
636908,BRA-2026-2-18858-32,2026,true,Clear,2,18858,16898,Comando Vermelho - Família Terror Amapá,18858,18858,Comando Vermelho - Família Terror Amapá,772,772,Comando Vermelho,8294,8294,Família Terror Amapá,1,"""Diário do Amapá,2026-07-17,Possible settling of scores ends with man dead inside his home.""",Diário do Amapá,2026-07-17,Possible settling of scores ends with man dead inside his home.,Diário do Amapá,1,Macapá town,"Djalma Nascimento Street, in the Zerão neighborhood",Amapá state,Macapá municipality,0.038890,-51.066390,POINT (-51.06639 0.03889),129858,Brazil,140,Americas,1,1,2026-07-16 00:00:00.000,2026-07-16 00:00:00.000,0,0,0,1,1,1,1,,
636907,BRA-2026-2-18858-31,2026,true,Clear,2,18858,16898,Comando Vermelho - Família Terror Amapá,18858,18858,Comando Vermelho - Família Terror Amapá,772,772,Comando Vermelho,8294,8294,Família Terror Amapá,1,"""Diário do Amapá,2026-07-20,Man recently arrived from French Guiana is executed in the southern zone of Macapá.""",Diário do Amapá,2026-07-20,Man recently arrived from French Guiana is executed in the southern zone of Macapá.,Diário do Amapá,1,Macapá town,southern part of Macapá,Amapá state,Macapá municipality,0.038890,-51.066390,POINT (-51.06639 0.03889),129858,Brazil,140,Americas,1,1,2026-07-18 00:00:00.000,2026-07-18 00:00:00.000,0,0,0,1,1,1,1,,
636906,BRA-2026-2-18858-30,2026,true,Clear,2,18858,16898,Comando Vermelho - Família Terror Amapá,18858,18858,Comando Vermelho - Família Terror Amapá,772,772,Comando Vermelho,8294,8294,Família Terror Amapá,1,"""Diário do Amapá,2026-07-23,Suspect arrested by police in Santana after stabbing man to death.""",Diário do Amapá,2026-07-23,Suspect arrested by police in Santana after stabbing man to death.,Diário do Amapá,1,Santana town,"Hospitalidade neighborhood, in Santana",Amapá state,Santana municipality,-0.058330,-51.181670,POINT (-51.18167 -0.05833),129138,Brazil,140,Americas,1,1,2026-07-22 00:00:00.000,2026-07-22 00:00:00.000,0,0,0,1,1,1,1,,
636904,BRA-2026-2-18858-29,2026,true,Check geography,2,18858,16898,Comando Vermelho - Família Terror Amapá,18858,18858,Comando Vermelho - Família Terror Amapá,772,772,Comando Vermelho,8294,8294,Família Terror Amapá,1,"""Diário do Amapá,2026-07-27,Man found dead inside residence in the interior of Amapá.""",Diário do Amapá,2026-07-27,Man found dead inside residence in the interior of Amapá.,Diário do Amapá,4,Amapá state,"Laranjal do Jari, in southern Amapá",Amapá state,,1.000000,-52.000000,POINT (-52 1),131297,Brazil,140,Americas,1,1,2026-07-27 00:00:00.000,2026-07-27 00:00:00.000,0,0,0,1,1,1,1,,
636902,BRA-2026-2-18858-28,2026,true,Clear,2,18858,16898,Comando Vermelho - Família Terror Amapá,18858,18858,Comando Vermelho - Família Terror Amapá,772,772,Comando Vermelho,8294,8294,Família Terror Amapá,1,"""Diário do Amapá,2026-07-31,'Lourinho' is killed in Muca with six stab wounds.""",Diário do Amapá,2026-07-31,'Lourinho' is killed in Muca with six stab wounds.,Diário do Amapá,1,Macapá town,Muca neighborhood,Amapá state,Macapá municipality,0.038890,-51.066390,POINT (-51.06639 0.03889),129858,Brazil,140,Americas,1,1,2026-07-31 00:00:00.000,2026-07-31 00:00:00.000,0,0,0,1,1,1,1,,
636749,BFO-2026-1-14953-11,2026,false,Clear,1,"",13840,Burkina Faso: Islamic State,14953,14953,Government of Burkina Faso - IS,78,78,Government of Burkina Faso,234,234,IS,1,"""@KargnHasret,2026-07-16,#BurkinaFaso""",@KargnHasret,2026-07-16,#BurkinaFaso,"",5,Dori department,Dori,Liptako region,Séno province,14.024847,0.019176,POINT (0.019176 14.024847),150121,Burkina Faso,439,Africa,1,2,2026-07-14 00:00:00.000,2026-07-16 00:00:00.000,0,3,0,0,3,3,3,439,
636894,BFO-2026-1-14953-12,2026,false,Clear,1,"",13840,Burkina Faso: Islamic State,14953,14953,Government of Burkina Faso - IS,78,78,Government of Burkina Faso,234,234,IS,2,"""@18Echo0321,2026-07-16,BIR 9"";""@18Echo0321,2026-07-16,From this operation""",@18Echo0321;@18Echo0321,2026-07-16;2026-07-16,BIR 9;From this operation,"",5,Dori department,Dori,Liptako region,Séno province,14.024847,0.019176,POINT (0.019176 14.024847),150121,Burkina Faso,439,Africa,1,1,2026-07-16 00:00:00.000,2026-07-16 00:00:00.000,0,5,0,0,5,12,0,439,
636899,BEN-2026-3-15136-34,2026,true,Clear,3,6716,13968,JNIM - Civilians,6716,15136,JNIM - Civilians,6716,6716,JNIM,9999,1,Civilians,1,"""Naïm Touré on Telegram,2026-07-15, Burkina-Faso, Région du Centre-Est. """,Naïm Touré on Telegram,2026-07-15,"Burkina-Faso, Région du Centre-Est.","",5,between Bittou and Tenkodogo,"on the Lomé road between Tenkodogo and Bittou, specifically in Wanda",Nakambé region,Boulgou province,11.517759,-0.353350,POINT (-0.35335 11.517759),146520,Burkina Faso,439,Africa,1,1,2026-07-13 00:00:00.000,2026-07-13 00:00:00.000,0,0,10,0,10,10,10,,
634046,BFO-2026-1-15175-402,2026,true,Check deaths,1,"",360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,1,"""@BrantPhilip_,2026-07-01,Burkina Faso""",@BrantPhilip_,2026-07-01,Burkina Faso,Local sources,6,Burkina Faso,"",,,13.000000,-2.000000,POINT (-2 13),148677,Burkina Faso,439,Africa,1,2,2026-06-29 00:00:00.000,2026-07-01 00:00:00.000,0,0,0,0,0,1,0,439,
634054,BFO-2026-1-15175-405,2026,true,Clear,1,"",360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,3,"""@Wamaps_news,2026-07-06,Burkina Faso"";""@KargnHasret,2026-07-06,#BurkinaFaso"";""@NaimInfo2,2026-07-02,Burkina Faso""",@Wamaps_news;@KargnHasret;@NaimInfo2,2026-07-06;2026-07-06;2026-07-02,Burkina Faso;#BurkinaFaso;Burkina Faso,local sources,1,Tougouri town,Tougouri,Kuilsé region,Namentenga province,13.316390,-0.522500,POINT (-0.5225 13.31639),148679,Burkina Faso,439,Africa,1,1,2026-07-02 00:00:00.000,2026-07-02 00:00:00.000,0,0,0,3,3,3,2,439,
636882,BFO-2026-1-15175-444,2026,true,Check deaths,1,"",360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,1,"""@Wamaps_news,2026-07-06,Burkina Faso""",@Wamaps_news,2026-07-06,Burkina Faso,"",5,Titao department,Titao,Yaadga region,Loroum province,13.874118,-2.081680,POINT (-2.08168 13.874118),149396,Burkina Faso,439,Africa,1,1,2026-07-02 00:00:00.000,2026-07-02 00:00:00.000,0,0,0,0,0,1,0,439,
636883,BFO-2026-1-15175-445,2026,true,Check deaths,1,"",360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,1,"""@Wamaps_news,2026-07-06,Burkina Faso""",@Wamaps_news,2026-07-06,Burkina Faso,"",1,Silmague village (Tougouri),"Silmagué, Kaya",Kuilsé region,Namentenga province,13.081260,-0.525780,POINT (-0.52578 13.08126),148679,Burkina Faso,439,Africa,1,2,2026-07-02 00:00:00.000,2026-07-03 00:00:00.000,0,0,0,0,0,1,0,439,
637115,BFO-2026-1-15175-473,2026,true,Clear,1,"",360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,1,"""RTB ,2026-07-15, RTB - Special Edition: Frontline News""",RTB,2026-07-15,RTB - Special Edition: Frontline News,state tv,1,Diabatou village,Diabatu between Gayeri and Bogande,Sirba region,Komandjoari province,12.520332,0.798437,POINT (0.7984365 12.520332),147962,Burkina Faso,439,Africa,1,1,2026-07-03 00:00:00.000,2026-07-03 00:00:00.000,0,3,0,0,3,3,3,439,
636627,BFO-2026-1-15175-414,2026,true,Clear,1,"",360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,4,"""Crisis Watch,2026-08-01,Burkina Faso July 2026"";""@KargnHasret,2026-07-04,#BurkinaFaso"";""@KargnHasret,2026-07-06,#BurkinaFaso"";""Naïm Touré on Telegram,2026-07-04,Burkina-Faso, Région du Nord""",Crisis Watch;@KargnHasret;@KargnHasret;Naïm Touré on Telegram,2026-08-01;2026-07-04;2026-07-06;2026-07-04,"Burkina Faso July 2026;#BurkinaFaso;#BurkinaFaso;Burkina-Faso, Région du Nord",JNIM,5,Senguènèga department,Seguenega,Yaadga region,Yatenga province,13.454278,-2.000930,POINT (-2.00093 13.454278),148676,Burkina Faso,439,Africa,1,1,2026-07-04 00:00:00.000,2026-07-04 00:00:00.000,27,1,0,0,28,17,28,439,
636629,BFO-2026-1-15175-411.2,2026,true,Clear,1,"",360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,5,"""@KargnHasret,2026-07-04,#BurkinaFaso"";""@KargnHasret,2026-07-06,#BurkinaFaso"";""@KargnHasret,2026-07-07,#BurkinaFaso"";""Naïm Touré on Telegram,2026-07-04,Burkina-Faso, Région du Nord."";""RTB ,2026-07-15, RTB - Special Edition: Frontline News""",@KargnHasret;@KargnHasret;@KargnHasret;Naïm Touré on Telegram;RTB,2026-07-04;2026-07-06;2026-07-07;2026-07-04;2026-07-15,"#BurkinaFaso;#BurkinaFaso;#BurkinaFaso;Burkina-Faso, Région du Nord.; RTB - Special Edition: Frontline News",JNIM; local sources; state TV,1,Thiou village,Thiou,Yaadga region,Yatenga province,13.806320,-2.663730,POINT (-2.66373 13.80632),149395,Burkina Faso,439,Africa,1,1,2026-07-04 00:00:00.000,2026-07-04 00:00:00.000,0,2,0,0,2,3,2,439,
636645,BFO-2026-1-15175-412,2026,true,Check vague or biased source,1,"",360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,1,"""@KargnHasret,2026-07-06,#BurkinaFaso""",@KargnHasret,2026-07-06,#BurkinaFaso,JNIM,5,Dédougou wilayah area,Dedougou,Bankui region,,12.461190,-3.429085,POINT (-3.429085 12.46119),147234,Burkina Faso,439,Africa,1,2,2026-07-04 00:00:00.000,2026-07-06 00:00:00.000,0,0,0,0,0,22,0,439,
